anio;sem;cod_alumno;cod_asig;nota
2021;2;E-16072;508;5.3
2021;2;E-16072;509;4.2
2021;2;E-16072;510;6.7
2021;2;E-16072;511;3.8
2022;1;E-16072;512;5.1
2022;1;E-16072;513;6.9
2022;1;E-16072;514;5.8
2022;1;E-16072;515;5.6
2022;1;E-16072;516;3
2022;1;E-16072;517;4.5
2022;2;E-16072;518;3.7
2022;2;E-16072;519;4.9
2022;2;E-16072;520;3.4
2022;2;E-16072;521;5.4
2022;2;E-16072;522;3.2
2022;2;E-16072;523;4.1
2023;1;E-16072;524;5.2
2023;1;E-16072;525;6.2
2023;1;E-16072;526;3.3
2023;1;E-16072;527;6
2023;1;E-16072;528;6.9
2023;1;E-16072;529;4.8
2023;2;E-16072;530;5.9
2023;2;E-16072;531;3.3
2023;2;E-16072;532;4
2023;2;E-16072;533;3.5
2023;2;E-16072;534;5
2023;2;E-16072;535;6.2
2021;1;E-16073;501;4.4
2021;1;E-16073;502;4.1
2021;1;E-16073;503;6.9
2021;1;E-16073;504;6.2
2021;1;E-16073;505;3.7
2021;2;E-16073;506;4.7
2021;2;E-16073;507;5.6
2021;2;E-16073;508;5.3
2021;2;E-16073;509;6.5
2021;2;E-16073;510;5.5
2021;2;E-16073;511;5.2
2022;1;E-16073;512;5.8
2022;1;E-16073;513;3.6
2022;1;E-16073;514;6.7
2022;1;E-16073;515;4.8
2022;1;E-16073;516;5.9
2022;1;E-16073;517;3.4
2022;2;E-16073;518;4.7
2022;2;E-16073;519;3.8
2022;2;E-16073;520;7
2022;2;E-16073;521;3.2
2022;2;E-16073;522;4.4
2022;2;E-16073;523;3.6
2023;1;E-16073;524;3.4
2023;1;E-16073;525;6.7
2023;1;E-16073;526;4.8
2023;1;E-16073;527;3.8
2023;1;E-16073;528;4.2
2023;1;E-16073;529;4.9
2023;2;E-16073;530;5.3
2023;2;E-16073;531;5.9
2023;2;E-16073;532;4.2
2023;2;E-16073;533;3.7
2023;2;E-16073;534;5.8
2023;2;E-16073;535;6.6
2021;1;E-16074;501;4
2021;1;E-16074;502;3.3
2021;1;E-16074;503;6.9
2021;1;E-16074;504;4.6
2021;1;E-16074;505;3.3
2021;2;E-16074;506;3.1
2021;2;E-16074;507;3.5
2021;2;E-16074;508;3.3
2021;2;E-16074;509;6.6
2021;2;E-16074;510;3.7
2021;2;E-16074;511;3.4
2022;1;E-16074;512;3.7
2022;1;E-16074;513;6.5
2022;1;E-16074;514;5.4
2022;1;E-16074;515;6.7
2022;1;E-16074;516;5.3
2022;1;E-16074;517;3.9
2022;2;E-16074;518;4.2
2022;2;E-16074;519;6.9
2022;2;E-16074;520;4.5
2022;2;E-16074;521;4.6
2022;2;E-16074;522;4.5
2022;2;E-16074;523;3.7
2023;1;E-16074;524;5.9
2023;1;E-16074;525;5.8
2023;1;E-16074;526;5.1
2023;1;E-16074;527;6.1
2023;1;E-16074;528;6.9
2023;1;E-16074;529;7
2023;2;E-16074;530;5.9
2023;2;E-16074;531;3.8
2023;2;E-16074;532;6.6
2023;2;E-16074;533;6
2023;2;E-16074;534;3.5
2023;2;E-16074;535;3.9
2021;1;E-16075;501;4.4
2021;1;E-16075;502;4
2021;1;E-16075;503;4.6
2021;1;E-16075;504;4.1
2021;1;E-16075;505;7
2021;2;E-16075;506;3.9
2021;2;E-16075;507;3
2021;2;E-16075;508;3.6
2021;2;E-16075;509;5.1
2021;2;E-16075;510;4.9
2021;2;E-16075;511;3.2
2022;1;E-16075;512;6.5
2022;1;E-16075;513;6.5
2022;1;E-16075;514;6.9
2022;1;E-16075;515;3.7
2022;1;E-16075;516;6.6
2022;1;E-16075;517;6.4
2022;2;E-16075;518;3.5
2022;2;E-16075;519;6
2022;2;E-16075;520;4.6
2022;2;E-16075;521;6.8
2022;2;E-16075;522;4
2022;2;E-16075;523;4.3
2023;1;E-16075;524;7
2023;1;E-16075;525;4.7
2023;1;E-16075;526;4.5
2023;1;E-16075;527;4.6
2023;1;E-16075;528;5.2
2023;1;E-16075;529;5.6
2023;2;E-16075;530;4.1
2023;2;E-16075;531;4.2
2023;2;E-16075;532;4.7
2023;2;E-16075;533;5.5
2023;2;E-16075;534;5.6
2023;2;E-16075;535;4.5
2021;1;E-16076;501;6.3
2021;1;E-16076;502;6.7
2021;1;E-16076;503;6
2021;1;E-16076;504;5.1
2021;1;E-16076;505;4.4
2021;2;E-16076;506;5.4
2021;2;E-16076;507;3.1
2021;2;E-16076;508;6.4
2021;2;E-16076;509;3.2
2021;2;E-16076;510;5.8
2021;2;E-16076;511;4.2
2022;1;E-16076;512;5.4
2022;1;E-16076;513;4.8
2022;1;E-16076;514;6
2022;1;E-16076;515;6.3
2022;1;E-16076;516;4.7
2022;1;E-16076;517;6.8
2022;2;E-16076;518;5
2022;2;E-16076;519;7
2022;2;E-16076;520;6.2
2022;2;E-16076;521;5
2022;2;E-16076;522;3.8
2022;2;E-16076;523;3
2023;1;E-16076;524;5.6
2023;1;E-16076;525;5
2023;1;E-16076;526;6.1
2023;1;E-16076;527;6.6
2023;1;E-16076;528;4.8
2023;1;E-16076;529;6.5
2023;2;E-16076;530;4.7
2023;2;E-16076;531;6.2
2023;2;E-16076;532;4.5
2023;2;E-16076;533;5.2
2023;2;E-16076;534;5.1
2023;2;E-16076;535;4.9
2021;1;E-16077;501;5.6
2021;1;E-16077;502;3
2021;1;E-16077;503;5.4
2021;1;E-16077;504;3.4
2021;1;E-16077;505;4.5
2021;2;E-16077;506;4
2021;2;E-16077;507;6.1
2021;2;E-16077;508;3.8
2021;2;E-16077;509;4.9
2021;2;E-16077;510;6.5
2021;2;E-16077;511;3.9
2022;1;E-16077;512;3.1
2022;1;E-16077;513;6.4
2022;1;E-16077;514;5.3
2022;1;E-16077;515;3.3
2022;1;E-16077;516;6.9
2022;1;E-16077;517;6.2
2022;2;E-16077;518;5.5
2022;2;E-16077;519;4.9
2022;2;E-16077;520;4.6
2022;2;E-16077;521;6.3
2022;2;E-16077;522;6.5
2022;2;E-16077;523;6.8
2023;1;E-16077;524;5.5
2023;1;E-16077;525;5.1
2023;1;E-16077;526;6.5
2023;1;E-16077;527;6.5
2023;1;E-16077;528;3.9
2023;1;E-16077;529;6.2
2023;2;E-16077;530;4
2023;2;E-16077;531;4.9
2023;2;E-16077;532;4.9
2023;2;E-16077;533;4.1
2023;2;E-16077;534;4.5
2023;2;E-16077;535;5.8
2021;1;E-16078;501;3.8
2021;1;E-16078;502;3.3
2021;1;E-16078;503;3.9
2021;1;E-16078;504;5.9
2021;1;E-16078;505;6.1
2021;2;E-16078;506;5.9
2021;2;E-16078;507;5
2021;2;E-16078;508;4.7
2021;2;E-16078;509;4.1
2021;2;E-16078;510;4.5
2021;2;E-16078;511;3.3
2022;1;E-16078;512;4.2
2022;1;E-16078;513;3.9
2022;1;E-16078;514;4.1
2022;1;E-16078;515;5.4
2022;1;E-16078;516;4.6
2022;1;E-16078;517;3.4
2022;2;E-16078;518;4.5
2022;2;E-16078;519;4.6
2022;2;E-16078;520;6.3
2022;2;E-16078;521;5
2022;2;E-16078;522;4.7
2022;2;E-16078;523;5.7
2023;1;E-16078;524;3.6
2023;1;E-16078;525;4.8
2023;1;E-16078;526;3.2
2023;1;E-16078;527;5.9
2023;1;E-16078;528;4.6
2023;1;E-16078;529;5.9
2023;2;E-16078;530;4.2
2023;2;E-16078;531;6.1
2023;2;E-16078;532;7
2023;2;E-16078;533;6.5
2023;2;E-16078;534;4.2
2023;2;E-16078;535;6.1
2021;1;E-16079;501;3.7
2021;1;E-16079;502;6.9
2021;1;E-16079;503;3.9
2021;1;E-16079;504;5.2
2021;1;E-16079;505;5.2
2021;2;E-16079;506;3.4
2021;2;E-16079;507;4.8
2021;2;E-16079;508;3.8
2021;2;E-16079;509;6.4
2021;2;E-16079;510;6
2021;2;E-16079;511;3.4
2022;1;E-16079;512;5.9
2022;1;E-16079;513;3.5
2022;1;E-16079;514;5.4
2022;1;E-16079;515;5.7
2022;1;E-16079;516;6.7
2022;1;E-16079;517;3.2
2022;2;E-16079;518;5.2
2022;2;E-16079;519;3.1
2022;2;E-16079;520;5.2
2022;2;E-16079;521;4.5
2022;2;E-16079;522;7
2022;2;E-16079;523;5.2
2023;1;E-16079;524;5.9
2023;1;E-16079;525;6.9
2023;1;E-16079;526;4.2
2023;1;E-16079;527;5.7
2023;1;E-16079;528;4.8
2023;1;E-16079;529;5.8
2023;2;E-16079;530;5.5
2023;2;E-16079;531;5.1
2023;2;E-16079;532;5.7
2023;2;E-16079;533;6.4
2023;2;E-16079;534;6.5
2023;2;E-16079;535;6.6
2021;1;E-16080;501;4.4
2021;1;E-16080;502;5.8
2021;1;E-16080;503;3.2
2021;1;E-16080;504;4.9
2021;1;E-16080;505;6
2021;2;E-16080;506;4.5
2021;2;E-16080;507;5.5
2021;2;E-16080;508;3.9
2021;2;E-16080;509;4.1
2021;2;E-16080;510;6.3
2021;2;E-16080;511;5
2022;1;E-16080;512;3.6
2022;1;E-16080;513;3.7
2022;1;E-16080;514;4.1
2022;1;E-16080;515;6.3
2022;1;E-16080;516;4
2022;1;E-16080;517;6.3
2022;2;E-16080;518;6
2022;2;E-16080;519;4.7
2022;2;E-16080;520;5.7
2022;2;E-16080;521;3.1
2022;2;E-16080;522;6.4
2022;2;E-16080;523;3.9
2023;1;E-16080;524;4
2023;1;E-16080;525;5.8
2023;1;E-16080;526;6.7
2023;1;E-16080;527;3
2023;1;E-16080;528;3.4
2023;1;E-16080;529;5.9
2023;2;E-16080;530;4.3
2023;2;E-16080;531;5
2023;2;E-16080;532;5.6
2023;2;E-16080;533;3.6
2023;2;E-16080;534;3.3
2023;2;E-16080;535;5.4
2021;1;E-16081;501;6.4
2021;1;E-16081;502;5
2021;1;E-16081;503;5.1
2021;1;E-16081;504;6.4
2021;1;E-16081;505;5
2021;2;E-16081;506;5.1
2021;2;E-16081;507;5.6
2021;2;E-16081;508;4
2021;2;E-16081;509;3.8
2021;2;E-16081;510;6.8
2021;2;E-16081;511;3.8
2022;1;E-16081;512;4.3
2022;1;E-16081;513;3
2022;1;E-16081;514;6
2022;1;E-16081;515;4.6
2022;1;E-16081;516;4
2022;1;E-16081;517;6.5
2022;2;E-16081;518;4.7
2022;2;E-16081;519;5.8
2022;2;E-16081;520;5
2022;2;E-16081;521;6.9
2022;2;E-16081;522;6.2
2022;2;E-16081;523;6.4
2023;1;E-16081;524;5.2
2023;1;E-16081;525;4.9
2023;1;E-16081;526;5.7
2023;1;E-16081;527;4.3
2023;1;E-16081;528;6.6
2023;1;E-16081;529;4.6
2023;2;E-16081;530;4
2023;2;E-16081;531;6.1
2023;2;E-16081;532;4.3
2023;2;E-16081;533;6.8
2023;2;E-16081;534;4
2023;2;E-16081;535;6.8
2021;1;E-16082;501;4.8
2021;1;E-16082;502;6.6
2021;1;E-16082;503;6.1
2021;1;E-16082;504;5.9
2021;1;E-16082;505;4.8
2021;2;E-16082;506;3.9
2021;2;E-16082;507;3.1
2021;2;E-16082;508;4.8
2021;2;E-16082;509;3.4
2021;2;E-16082;510;3.8
2021;2;E-16082;511;5.4
2022;1;E-16082;512;5
2022;1;E-16082;513;3.1
2022;1;E-16082;514;5.1
2022;1;E-16082;515;5.9
2022;1;E-16082;516;3.6
2022;1;E-16082;517;3.8
2022;2;E-16082;518;5.9
2022;2;E-16082;519;3.1
2022;2;E-16082;520;5.6
2022;2;E-16082;521;6.1
2022;2;E-16082;522;3
2022;2;E-16082;523;4.4
2023;1;E-16082;524;4.9
2023;1;E-16082;525;3.3
2023;1;E-16082;526;3.1
2023;1;E-16082;527;6.7
2023;1;E-16082;528;3.1
2023;1;E-16082;529;6
2023;2;E-16082;530;3.9
2023;2;E-16082;531;6.1
2023;2;E-16082;532;4.4
2023;2;E-16082;533;4.9
2023;2;E-16082;534;4
2023;2;E-16082;535;4.2
2021;1;E-16083;501;4
2021;1;E-16083;502;5.4
2021;1;E-16083;503;5.5
2021;1;E-16083;504;3.9
2021;1;E-16083;505;5.7
2021;2;E-16083;506;3.7
2021;2;E-16083;507;6
2021;2;E-16083;508;5.7
2021;2;E-16083;509;3.7
2021;2;E-16083;510;3.9
2021;2;E-16083;511;3.1
2022;1;E-16083;512;5.7
2022;1;E-16083;513;6.5
2022;1;E-16083;514;4.3
2022;1;E-16083;515;4.8
2022;1;E-16083;516;5.6
2022;1;E-16083;517;4.8
2022;2;E-16083;518;3.9
2022;2;E-16083;519;3.6
2022;2;E-16083;520;4.9
2022;2;E-16083;521;4.8
2022;2;E-16083;522;3.2
2022;2;E-16083;523;4.8
2023;1;E-16083;524;4.9
2023;1;E-16083;525;6.8
2023;1;E-16083;526;4.6
2023;1;E-16083;527;3.3
2023;1;E-16083;528;6.4
2023;1;E-16083;529;4.3
2023;2;E-16083;530;6.8
2023;2;E-16083;531;5.1
2023;2;E-16083;532;4.5
2023;2;E-16083;533;4.4
2023;2;E-16083;534;4
2023;2;E-16083;535;6.4
2021;1;E-16084;501;4
2021;1;E-16084;502;5.1
2021;1;E-16084;503;5.3
2021;1;E-16084;504;5.1
2021;1;E-16084;505;4
2021;2;E-16084;506;5.4
2021;2;E-16084;507;4.8
2021;2;E-16084;508;6.2
2021;2;E-16084;509;3.2
2021;2;E-16084;510;5.1
2021;2;E-16084;511;6.6
2022;1;E-16084;512;7
2022;1;E-16084;513;7
2022;1;E-16084;514;4.6
2022;1;E-16084;515;4.7
2022;1;E-16084;516;4.1
2022;1;E-16084;517;6.5
2022;2;E-16084;518;6.5
2022;2;E-16084;519;6.6
2022;2;E-16084;520;5.4
2022;2;E-16084;521;3.6
2022;2;E-16084;522;5.8
2022;2;E-16084;523;6.2
2023;1;E-16084;524;6.6
2023;1;E-16084;525;4
2023;1;E-16084;526;5.3
2023;1;E-16084;527;6.7
2023;1;E-16084;528;5.4
2023;1;E-16084;529;4.2
2023;2;E-16084;530;3.9
2023;2;E-16084;531;6.6
2023;2;E-16084;532;4
2023;2;E-16084;533;6.8
2023;2;E-16084;534;5.7
2023;2;E-16084;535;4.4
2021;1;E-16085;501;4.9
2021;1;E-16085;502;5.4
2021;1;E-16085;503;6.8
2021;1;E-16085;504;3.7
2021;1;E-16085;505;4.1
2021;2;E-16085;506;5.6
2021;2;E-16085;507;6.1
2021;2;E-16085;508;7
2021;2;E-16085;509;4.3
2021;2;E-16085;510;4.2
2021;2;E-16085;511;5.7
2022;1;E-16085;512;6.7
2022;1;E-16085;513;6.2
2022;1;E-16085;514;4.3
2022;1;E-16085;515;4.7
2022;1;E-16085;516;5.4
2022;1;E-16085;517;4.3
2022;2;E-16085;518;4
2022;2;E-16085;519;4.7
2022;2;E-16085;520;5.1
2022;2;E-16085;521;3.4
2022;2;E-16085;522;6
2022;2;E-16085;523;5.9
2023;1;E-16085;524;4.6
2023;1;E-16085;525;4.5
2023;1;E-16085;526;4.3
2023;1;E-16085;527;6.9
2023;1;E-16085;528;3.4
2023;1;E-16085;529;4
2023;2;E-16085;530;3.4
2023;2;E-16085;531;6.2
2023;2;E-16085;532;5.1
2023;2;E-16085;533;5
2023;2;E-16085;534;3.1
2023;2;E-16085;535;4.5
2021;1;E-16086;501;6.9
2021;1;E-16086;502;6.2
2021;1;E-16086;503;4.1
2021;1;E-16086;504;4
2021;1;E-16086;505;5.5
2021;2;E-16086;506;4.2
2021;2;E-16086;507;6.5
2021;2;E-16086;508;4.8
2021;2;E-16086;509;3.9
2021;2;E-16086;510;3.6
2021;2;E-16086;511;5.4
2022;1;E-16086;512;6
2022;1;E-16086;513;3.9
2022;1;E-16086;514;5.3
2022;1;E-16086;515;3.2
2022;1;E-16086;516;4.2
2022;1;E-16086;517;3.1
2022;2;E-16086;518;3.3
2022;2;E-16086;519;3.7
2022;2;E-16086;520;4.8
2022;2;E-16086;521;4.7
2022;2;E-16086;522;6.1
2022;2;E-16086;523;6
2023;1;E-16086;524;6.1
2023;1;E-16086;525;4.5
2023;1;E-16086;526;4.1
2023;1;E-16086;527;4.7
2023;1;E-16086;528;5
2023;1;E-16086;529;3.5
2023;2;E-16086;530;4.9
2023;2;E-16086;531;6.1
2023;2;E-16086;532;7
2023;2;E-16086;533;4.5
2023;2;E-16086;534;6.3
2023;2;E-16086;535;5.7
2021;1;E-16087;501;5.5
2021;1;E-16087;502;6.2
2021;1;E-16087;503;6.4
2021;1;E-16087;504;6.9
2021;1;E-16087;505;6.4
2021;2;E-16087;506;6.4
2021;2;E-16087;507;5.8
2021;2;E-16087;508;4.9
2021;2;E-16087;509;5.1
2021;2;E-16087;510;6.2
2021;2;E-16087;511;4.1
2022;1;E-16087;512;6.4
2022;1;E-16087;513;4.9
2022;1;E-16087;514;6.6
2022;1;E-16087;515;4
2022;1;E-16087;516;4
2022;1;E-16087;517;4.6
2022;2;E-16087;518;3
2022;2;E-16087;519;5.9
2022;2;E-16087;520;6.4
2022;2;E-16087;521;6.2
2022;2;E-16087;522;4
2022;2;E-16087;523;5.9
2023;1;E-16087;524;6.1
2023;1;E-16087;525;4.9
2023;1;E-16087;526;3.7
2023;1;E-16087;527;4.3
2023;1;E-16087;528;3.6
2023;1;E-16087;529;3
2023;2;E-16087;530;6.5
2023;2;E-16087;531;6
2023;2;E-16087;532;5.5
2023;2;E-16087;533;5.2
2023;2;E-16087;534;5.2
2023;2;E-16087;535;6.5
2021;1;E-16088;501;6.6
2021;1;E-16088;502;3.1
2021;1;E-16088;503;4.5
2021;1;E-16088;504;6.5
2021;1;E-16088;505;5.9
2021;2;E-16088;506;4.5
2021;2;E-16088;507;4.4
2021;2;E-16088;508;4.1
2021;2;E-16088;509;6.6
2021;2;E-16088;510;3.4
2021;2;E-16088;511;5.7
2022;1;E-16088;512;3.1
2022;1;E-16088;513;6.1
2022;1;E-16088;514;3.9
2022;1;E-16088;515;3.8
2022;1;E-16088;516;3.3
2022;1;E-16088;517;6.7
2022;2;E-16088;518;3.8
2022;2;E-16088;519;4.2
2022;2;E-16088;520;7
2022;2;E-16088;521;6.6
2022;2;E-16088;522;4.5
2022;2;E-16088;523;5.9
2023;1;E-16088;524;6.8
2023;1;E-16088;525;4.8
2023;1;E-16088;526;5.2
2023;1;E-16088;527;3.1
2023;1;E-16088;528;6.9
2023;1;E-16088;529;6.7
2023;2;E-16088;530;5.8
2023;2;E-16088;531;6.8
2023;2;E-16088;532;4.1
2023;2;E-16088;533;6.8
2023;2;E-16088;534;3.7
2023;2;E-16088;535;4.2
2021;1;E-16089;501;3.4
2021;1;E-16089;502;3.6
2021;1;E-16089;503;6.9
2021;1;E-16089;504;6.6
2021;1;E-16089;505;5.1
2021;2;E-16089;506;4.9
2021;2;E-16089;507;4.4
2021;2;E-16089;508;6.4
2021;2;E-16089;509;6.2
2021;2;E-16089;510;5.2
2021;2;E-16089;511;5.3
2022;1;E-16089;512;3.2
2022;1;E-16089;513;6
2022;1;E-16089;514;3.9
2022;1;E-16089;515;3.5
2022;1;E-16089;516;7
2022;1;E-16089;517;4.9
2022;2;E-16089;518;5.3
2022;2;E-16089;519;6.5
2022;2;E-16089;520;6.1
2022;2;E-16089;521;4.1
2022;2;E-16089;522;6.7
2022;2;E-16089;523;6.1
2023;1;E-16089;524;4.4
2023;1;E-16089;525;6.6
2023;1;E-16089;526;4.5
2023;1;E-16089;527;5.8
2023;1;E-16089;528;7
2023;1;E-16089;529;6.9
2023;2;E-16089;530;4.4
2023;2;E-16089;531;4.7
2023;2;E-16089;532;3.7
2023;2;E-16089;533;5.9
2023;2;E-16089;534;5.1
2023;2;E-16089;535;7
2021;1;E-16090;501;5
2021;1;E-16090;502;6.6
2021;1;E-16090;503;6.6
2021;1;E-16090;504;4.4
2021;1;E-16090;505;6.9
2021;2;E-16090;506;6.9
2021;2;E-16090;507;4.4
2021;2;E-16090;508;3.6
2021;2;E-16090;509;5.2
2021;2;E-16090;510;5.8
2021;2;E-16090;511;3.3
2022;1;E-16090;512;5.9
2022;1;E-16090;513;6.6
2022;1;E-16090;514;5.5
2022;1;E-16090;515;5.3
2022;1;E-16090;516;5.3
2022;1;E-16090;517;4.6
2022;2;E-16090;518;3.8
2022;2;E-16090;519;6.5
2022;2;E-16090;520;6.4
2022;2;E-16090;521;4.6
2022;2;E-16090;522;6.8
2022;2;E-16090;523;5.9
2023;1;E-16090;524;3.9
2023;1;E-16090;525;5.9
2023;1;E-16090;526;6.5
2023;1;E-16090;527;4.7
2023;1;E-16090;528;6.7
2023;1;E-16090;529;5
2023;2;E-16090;530;3.8
2023;2;E-16090;531;5.5
2023;2;E-16090;532;3.3
2023;2;E-16090;533;3.6
2023;2;E-16090;534;4.3
2023;2;E-16090;535;4.8
2021;1;E-16091;501;4.2
2021;1;E-16091;502;5.2
2021;1;E-16091;503;7
2021;1;E-16091;504;6.8
2021;1;E-16091;505;5.2
2021;2;E-16091;506;6
2021;2;E-16091;507;6.1
2021;2;E-16091;508;5.8
2021;2;E-16091;509;3.6
2021;2;E-16091;510;5.2
2021;2;E-16091;511;6.2
2022;1;E-16091;512;5.9
2022;1;E-16091;513;3.7
2022;1;E-16091;514;5.4
2022;1;E-16091;515;5.5
2022;1;E-16091;516;5.2
2022;1;E-16091;517;6.7
2022;2;E-16091;518;5.7
2022;2;E-16091;519;5.1
2022;2;E-16091;520;6
2022;2;E-16091;521;6.7
2022;2;E-16091;522;3.7
2022;2;E-16091;523;6.5
2023;1;E-16091;524;4.8
2023;1;E-16091;525;6.3
2023;1;E-16091;526;6.4
2023;1;E-16091;527;6.7
2023;1;E-16091;528;3.9
2023;1;E-16091;529;6.4
2023;2;E-16091;530;6.6
2023;2;E-16091;531;5.8
2023;2;E-16091;532;4.5
2023;2;E-16091;533;4.2
2023;2;E-16091;534;3.7
2023;2;E-16091;535;3.9
2021;1;E-16092;501;3.5
2021;1;E-16092;502;4.8
2021;1;E-16092;503;5.8
2021;1;E-16092;504;6.7
2021;1;E-16092;505;4.7
2021;2;E-16092;506;5.4
2021;2;E-16092;507;4.8
2021;2;E-16092;508;4.7
2021;2;E-16092;509;6
2021;2;E-16092;510;4.3
2021;2;E-16092;511;4.7
2022;1;E-16092;512;4.8
2022;1;E-16092;513;4.1
2022;1;E-16092;514;3.7
2022;1;E-16092;515;5.9
2022;1;E-16092;516;3
2022;1;E-16092;517;4.1
2022;2;E-16092;518;4.9
2022;2;E-16092;519;4.4
2022;2;E-16092;520;6.5
2022;2;E-16092;521;5.7
2022;2;E-16092;522;4.3
2022;2;E-16092;523;5.9
2023;1;E-16092;524;4.2
2023;1;E-16092;525;3.5
2023;1;E-16092;526;3.1
2023;1;E-16092;527;6.1
2023;1;E-16092;528;6.8
2023;1;E-16092;529;6.8
2023;2;E-16092;530;5.2
2023;2;E-16092;531;4.3
2023;2;E-16092;532;3.3
2023;2;E-16092;533;5.6
2023;2;E-16092;534;5.2
2023;2;E-16092;535;4.6
2021;1;E-16093;501;3.1
2021;1;E-16093;502;5
2021;1;E-16093;503;3.7
2021;1;E-16093;504;3.7
2021;1;E-16093;505;6.6
2021;2;E-16093;506;4.9
2021;2;E-16093;507;5.6
2021;2;E-16093;508;6.5
2021;2;E-16093;509;5.3
2021;2;E-16093;510;4.3
2021;2;E-16093;511;5.9
2022;1;E-16093;512;3.4
2022;1;E-16093;513;6.3
2022;1;E-16093;514;3.1
2022;1;E-16093;515;5
2022;1;E-16093;516;4.3
2022;1;E-16093;517;6.2
2022;2;E-16093;518;4.7
2022;2;E-16093;519;5.2
2022;2;E-16093;520;5.6
2022;2;E-16093;521;6
2022;2;E-16093;522;3.5
2022;2;E-16093;523;3.8
2023;1;E-16093;524;6.3
2023;1;E-16093;525;6.8
2023;1;E-16093;526;5
2023;1;E-16093;527;3.8
2023;1;E-16093;528;5.1
2023;1;E-16093;529;6.8
2023;2;E-16093;530;4.4
2023;2;E-16093;531;4.7
2023;2;E-16093;532;6.6
2023;2;E-16093;533;6.9
2023;2;E-16093;534;4
2023;2;E-16093;535;3.3
2021;1;E-16094;501;3.8
2021;1;E-16094;502;5.6
2021;1;E-16094;503;5.6
2021;1;E-16094;504;6.4
2021;1;E-16094;505;3
2021;2;E-16094;506;6.8
2021;2;E-16094;507;6.8
2021;2;E-16094;508;6
2021;2;E-16094;509;4.2
2021;2;E-16094;510;4.6
2021;2;E-16094;511;6.3
2022;1;E-16094;512;5.7
2022;1;E-16094;513;3.4
2022;1;E-16094;514;5.2
2022;1;E-16094;515;6.9
2022;1;E-16094;516;5.6
2022;1;E-16094;517;3.7
2022;2;E-16094;518;5.6
2022;2;E-16094;519;6.8
2022;2;E-16094;520;3.3
2022;2;E-16094;521;3.3
2022;2;E-16094;522;5.6
2022;2;E-16094;523;4.2
2023;1;E-16094;524;4.6
2023;1;E-16094;525;4.4
2023;1;E-16094;526;4.2
2023;1;E-16094;527;6.8
2023;1;E-16094;528;6.2
2023;1;E-16094;529;3.9
2023;2;E-16094;530;5.9
2023;2;E-16094;531;6.6
2023;2;E-16094;532;4.7
2023;2;E-16094;533;3.4
2023;2;E-16094;534;3.2
2023;2;E-16094;535;3.3
2021;1;E-16095;501;5.3
2021;1;E-16095;502;6.4
2021;1;E-16095;503;4.7
2021;1;E-16095;504;4.8
2021;1;E-16095;505;4.6
2021;2;E-16095;506;6.5
2021;2;E-16095;507;3.4
2021;2;E-16095;508;4.7
2021;2;E-16095;509;5.6
2021;2;E-16095;510;5.9
2021;2;E-16095;511;3
2022;1;E-16095;512;5.3
2022;1;E-16095;513;6.2
2022;1;E-16095;514;6.3
2022;1;E-16095;515;4.7
2022;1;E-16095;516;4.7
2022;1;E-16095;517;4.2
2022;2;E-16095;518;5.1
2022;2;E-16095;519;6.6
2022;2;E-16095;520;5.3
2022;2;E-16095;521;4.2
2022;2;E-16095;522;4.3
2022;2;E-16095;523;4.9
2023;1;E-16095;524;4
2023;1;E-16095;525;4.2
2023;1;E-16095;526;4.6
2023;1;E-16095;527;3.6
2023;1;E-16095;528;6.1
2023;1;E-16095;529;4.6
2023;2;E-16095;530;4.6
2023;2;E-16095;531;5.2
2023;2;E-16095;532;5.2
2023;2;E-16095;533;4.9
2023;2;E-16095;534;4.8
2023;2;E-16095;535;6.7
2021;1;E-16096;501;3.4
2021;1;E-16096;502;6.3
2021;1;E-16096;503;4.4
2021;1;E-16096;504;4.4
2021;1;E-16096;505;5.6
2021;2;E-16096;506;3.4
2021;2;E-16096;507;3.9
2021;2;E-16096;508;3.4
2021;2;E-16096;509;5.2
2021;2;E-16096;510;3.5
2021;2;E-16096;511;3.6
2022;1;E-16096;512;4.9
2022;1;E-16096;513;4.2
2022;1;E-16096;514;5.1
2022;1;E-16096;515;4
2022;1;E-16096;516;5.6
2022;1;E-16096;517;5.7
2022;2;E-16096;518;3.2
2022;2;E-16096;519;6.7
2022;2;E-16096;520;6.6
2022;2;E-16096;521;3.2
2022;2;E-16096;522;5.4
2022;2;E-16096;523;4.8
2023;1;E-16096;524;3.6
2023;1;E-16096;525;3.6
2023;1;E-16096;526;3.6
2023;1;E-16096;527;5.5
2023;1;E-16096;528;5.1
2023;1;E-16096;529;6.2
2023;2;E-16096;530;3.7
2023;2;E-16096;531;6.2
2023;2;E-16096;532;4.5
2023;2;E-16096;533;3.8
2023;2;E-16096;534;3.8
2023;2;E-16096;535;4
2021;1;E-16097;501;5.3
2021;1;E-16097;502;3.9
2021;1;E-16097;503;5.6
2021;1;E-16097;504;5.5
2021;1;E-16097;505;6
2021;2;E-16097;506;3.5
2021;2;E-16097;507;6.3
2021;2;E-16097;508;5.6
2021;2;E-16097;509;3.9
2021;2;E-16097;510;4.5
2021;2;E-16097;511;4.6
2022;1;E-16097;512;4
2022;1;E-16097;513;6.1
2022;1;E-16097;514;6.4
2022;1;E-16097;515;6.3
2022;1;E-16097;516;6
2022;1;E-16097;517;3
2022;2;E-16097;518;3.5
